"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"10096",4,11,8,7,"2015-11-08","WN",19393,1863,"MCO","FL",1515,1529,14,14,0,0,"1500-1559",11,1540,1724,5,1730,1729,0,0,-1,"1700-1759",0,"",0,135,120,104,834,4,0,0
"10097",4,11,8,7,"2015-11-08","WN",19393,2580,"MCO","FL",2215,2209,-6,0,0,-1,"2200-2259",10,2219,2400,6,30,6,0,0,-2,"0001-0559",0,"",0,135,117,101,834,4,0,1
"10098",4,11,8,7,"2015-11-08","WN",19393,1224,"MDW","IL",2240,2232,-8,0,0,-1,"2200-2259",8,2240,39,4,100,43,0,0,-2,"0001-0559",0,"",0,80,71,59,402,2,0,1
"10099",4,11,8,7,"2015-11-08","WN",19393,1598,"MDW","IL",1145,1137,-8,0,0,-1,"1100-1159",6,1143,1342,5,1400,1347,0,0,-1,"1400-1459",0,"",0,75,70,59,402,2,1,0
"10100",4,11,8,7,"2015-11-08","WN",19393,1729,"MDW","IL",1745,1743,-2,0,0,-1,"1700-1759",14,1757,1957,4,2000,2001,1,0,0,"2000-2059",0,"",0,75,78,60,402,2,0,0
"10101",4,11,8,7,"2015-11-08","WN",19393,4019,"MDW","IL",1555,1549,-6,0,0,-1,"1500-1559",9,1558,1757,4,1810,1801,0,0,-1,"1800-1859",0,"",0,75,72,59,402,2,0,0
"10102",4,11,8,7,"2015-11-08","WN",19393,5590,"MDW","IL",2010,2005,-5,0,0,-1,"2000-2059",15,2020,2221,7,2230,2228,0,0,-1,"2200-2259",0,"",0,80,83,61,402,2,0,0
"10103",4,11,8,7,"2015-11-08","WN",19393,4040,"PHX","AZ",1430,1645,135,135,1,9,"1400-1459",15,1700,2227,5,2020,2232,132,1,8,"2000-2059",0,"",0,230,227,207,1814,8,0,0
"10129",4,11,8,7,"2015-11-08","WN",19393,2300,"FLL","FL",1515,1520,5,5,0,0,"1500-1559",19,1539,1751,7,1755,1758,3,0,0,"1700-1759",0,"",0,160,158,132,994,4,0,0
"10130",4,11,8,7,"2015-11-08","WN",19393,2902,"HOU","TX",1350,1351,1,1,0,0,"1300-1359",11,1402,1711,5,1725,1716,0,0,-1,"1700-1759",0,"",0,155,145,129,1131,5,0,0
"10131",4,11,8,7,"2015-11-08","WN",19393,783,"LAS","NV",820,816,-4,0,0,-1,"0800-0859",16,832,1518,4,1525,1522,0,0,-1,"1500-1559",0,"",0,245,246,226,1910,8,1,0
"10132",4,11,8,7,"2015-11-08","WN",19393,2537,"LAS","NV",1845,1844,-1,0,0,-1,"1800-1859",9,1853,131,5,145,136,0,0,-1,"0001-0559",0,"",0,240,232,218,1910,8,0,1
"10133",4,11,9,1,"2015-11-09","WN",19393,212,"BNA","TN",2220,2215,-5,0,0,-1,"2200-2259",15,2230,30,3,40,33,0,0,-1,"0001-0559",0,"",0,80,78,60,462,2,0,1
"10134",4,11,9,1,"2015-11-09","WN",19393,870,"BWI","MD",1510,1534,24,24,1,1,"1500-1559",12,1546,1627,3,1610,1630,20,1,1,"1600-1659",0,"",0,60,56,41,210,1,0,0
"10135",4,11,9,1,"2015-11-09","WN",19393,1002,"BWI","MD",2230,2232,2,2,0,0,"2200-2259",21,2253,2332,6,2330,2338,8,0,0,"2300-2359",0,"",0,60,66,39,210,1,0,0
"10136",4,11,9,1,"2015-11-09","WN",19393,2250,"BWI","MD",1105,1101,-4,0,0,-1,"1100-1159",16,1117,1156,4,1200,1200,0,0,0,"1200-1259",0,"",0,55,59,39,210,1,1,0
"10137",4,11,9,1,"2015-11-09","WN",19393,2124,"DAL","TX",2005,2004,-1,0,0,-1,"2000-2059",11,2015,2321,3,2340,2324,0,0,-2,"2300-2359",0,"",0,155,140,126,1060,5,0,0
"10138",4,11,9,1,"2015-11-09","WN",19393,600,"DEN","CO",1800,1751,-9,0,0,-1,"1800-1859",19,1810,2242,4,2255,2246,0,0,-1,"2200-2259",0,"",0,175,175,152,1290,6,0,0
"10139",4,11,9,1,"2015-11-09","WN",19393,2300,"FLL","FL",1515,1518,3,3,0,0,"1500-1559",11,1529,1736,4,1755,1740,0,0,-1,"1700-1759",0,"",0,160,142,127,994,4,0,0
"10140",4,11,8,7,"2015-11-08","WN",19393,669,"RSW","FL",1445,1441,-4,0,0,-1,"1400-1459",9,1450,1655,5,1710,1700,0,0,-1,"1700-1759",0,"",0,145,139,125,966,4,0,0
"10141",4,11,8,7,"2015-11-08","WN",19393,3029,"TPA","FL",1000,954,-6,0,0,-1,"1000-1059",9,1003,1152,6,1215,1158,0,0,-2,"1200-1259",0,"",0,135,124,109,873,4,1,0
"10142",4,11,8,7,"2015-11-08","WN",19393,3174,"TPA","FL",1815,1816,1,1,0,0,"1800-1859",12,1828,2017,5,2035,2022,0,0,-1,"2000-2059",0,"",0,140,126,109,873,4,0,0
"10143",4,11,9,1,"2015-11-09","WN",19393,111,"ATL","GA",830,828,-2,0,0,-1,"0800-0859",16,844,950,3,1010,953,0,0,-2,"1000-1059",0,"",0,100,85,66,526,3,1,1
"10144",4,11,9,1,"2015-11-09","WN",19393,229,"ATL","GA",2235,2241,6,6,0,0,"2200-2259",11,2252,2359,6,15,5,0,0,-1,"0001-0559",0,"",0,100,84,67,526,3,0,1
"10145",4,11,9,1,"2015-11-09","WN",19393,136,"PHX","AZ",1430,1438,8,8,0,0,"1400-1459",6,1444,2003,4,2020,2007,0,0,-1,"2000-2059",0,"",0,230,209,199,1814,8,0,0
"10171",4,11,9,1,"2015-11-09","WN",19393,669,"RSW","FL",1445,1452,7,7,0,0,"1400-1459",7,1459,1658,3,1710,1701,0,0,-1,"1700-1759",0,"",0,145,129,119,966,4,0,0
"10172",4,11,9,1,"2015-11-09","WN",19393,2902,"HOU","TX",1350,1348,-2,0,0,-1,"1300-1359",8,1356,1709,4,1725,1713,0,0,-1,"1700-1759",0,"",0,155,145,133,1131,5,0,0
"10173",4,11,9,1,"2015-11-09","WN",19393,783,"LAS","NV",820,822,2,2,0,0,"0800-0859",18,840,1516,4,1525,1520,0,0,-1,"1500-1559",0,"",0,245,238,216,1910,8,1,0
"10174",4,11,9,1,"2015-11-09","WN",19393,2537,"LAS","NV",1845,1843,-2,0,0,-1,"1800-1859",12,1855,119,5,145,124,0,0,-2,"0001-0559",0,"",0,240,221,204,1910,8,0,1
"10175",4,11,9,1,"2015-11-09","WN",19393,379,"MCO","FL",940,940,0,0,0,0,"0900-0959",8,948,1139,4,1155,1143,0,0,-1,"1100-1159",0,"",0,135,123,111,834,4,1,1
"10176",4,11,9,1,"2015-11-09","WN",19393,1665,"MCO","FL",2025,2020,-5,0,0,-1,"2000-2059",16,2036,2221,4,2240,2225,0,0,-1,"2200-2259",0,"",0,135,125,105,834,4,0,0
"10177",4,11,9,1,"2015-11-09","WN",19393,1863,"MCO","FL",1515,1521,6,6,0,0,"1500-1559",7,1528,1715,3,1730,1718,0,0,-1,"1700-1759",0,"",0,135,117,107,834,4,0,0
"10178",4,11,9,1,"2015-11-09","WN",19393,1035,"MDW","IL",1555,1550,-5,0,0,-1,"1500-1559",9,1559,1755,3,1810,1758,0,0,-1,"1800-1859",0,"",0,75,68,56,402,2,0,0
"10179",4,11,9,1,"2015-11-09","WN",19393,1224,"MDW","IL",2240,2240,0,0,0,0,"2200-2259",5,2245,41,4,100,45,0,0,-1,"0001-0559",0,"",0,80,65,56,402,2,0,1
"10180",4,11,9,1,"2015-11-09","WN",19393,1541,"MDW","IL",650,646,-4,0,0,-1,"0600-0659",8,654,854,4,910,858,0,0,-1,"0900-0959",0,"",0,80,72,60,402,2,1,1
"10181",4,11,9,1,"2015-11-09","WN",19393,1598,"MDW","IL",1145,1141,-4,0,0,-1,"1100-1159",11,1152,1348,3,1400,1351,0,0,-1,"1400-1459",0,"",0,75,70,56,402,2,1,0
"10182",4,11,9,1,"2015-11-09","WN",19393,1603,"MDW","IL",2005,2000,-5,0,0,-1,"2000-2059",14,2014,2211,3,2225,2214,0,0,-1,"2200-2259",0,"",0,80,74,57,402,2,0,0
"10183",4,11,9,1,"2015-11-09","WN",19393,1729,"MDW","IL",1745,1742,-3,0,0,-1,"1700-1759",16,1758,1953,6,2000,1959,0,0,-1,"2000-2059",0,"",0,75,77,55,402,2,0,0
"10184",4,11,10,2,"2015-11-10","WN",19393,2124,"DAL","TX",2005,2012,7,7,0,0,"2000-2059",10,2022,2327,6,2340,2333,0,0,-1,"2300-2359",0,"",0,155,141,125,1060,5,0,0
"10185",4,11,10,2,"2015-11-10","WN",19393,600,"DEN","CO",1800,1753,-7,0,0,-1,"1800-1859",10,1803,2224,6,2255,2230,0,0,-2,"2200-2259",0,"",0,175,157,141,1290,6,0,0
"10186",4,11,10,2,"2015-11-10","WN",19393,2300,"FLL","FL",1515,1535,20,20,1,1,"1500-1559",15,1550,1810,6,1755,1816,21,1,1,"1700-1759",0,"",0,160,161,140,994,4,0,0
"10190",4,11,29,7,"2015-11-29","UA",19977,648,"DEN","CO",956,955,-1,0,0,-1,"0900-0959",12,1007,1425,5,1455,1430,0,0,-2,"1400-1459",0,"",0,179,155,138,1290,6,1,0
"10192",4,11,29,7,"2015-11-29","UA",19977,734,"ORD","IL",1445,1436,-9,0,0,-1,"1400-1459",9,1445,1640,6,1716,1646,0,0,-2,"1700-1759",0,"",0,91,70,55,413,2,0,0
"10197",4,11,29,7,"2015-11-29","UA",19977,1255,"DEN","CO",13,23,10,10,0,0,"0001-0559",15,38,450,4,510,454,0,0,-2,"0001-0559",0,"",0,177,151,132,1290,6,1,1
"10199",4,11,29,7,"2015-11-29","UA",19977,1568,"DEN","CO",2010,2009,-1,0,0,-1,"2000-2059",69,2118,137,5,107,142,35,1,2,"0001-0559",0,"",0,177,213,139,1290,6,0,1
"10200",4,11,29,7,"2015-11-29","UA",19977,1572,"IAH","TX",2359,2349,-10,0,0,-1,"2300-2359",19,8,317,5,348,322,0,0,-2,"0001-0559",0,"",0,169,153,129,1117,5,0,1
"10201",4,11,29,7,"2015-11-29","UA",19977,1598,"IAH","TX",1259,1304,5,5,0,0,"1200-1259",24,1328,1644,7,1651,1651,0,0,0,"1600-1659",0,"",0,172,167,136,1117,5,0,0
"10203",4,11,29,7,"2015-11-29","UA",19977,1819,"IAH","TX",715,714,-1,0,0,-1,"0700-0759",46,800,1113,5,1111,1118,7,0,0,"1100-1159",0,"",0,176,184,133,1117,5,1,1
"10204",4,11,10,2,"2015-11-10","WN",19393,379,"MCO","FL",940,954,14,14,0,0,"0900-0959",13,1007,1203,3,1155,1206,11,0,0,"1100-1159",0,"",0,135,132,116,834,4,1,1
"10205",4,11,10,2,"2015-11-10","WN",19393,1665,"MCO","FL",2025,2115,50,50,1,3,"2000-2059",12,2127,2322,10,2240,2332,52,1,3,"2200-2259",0,"",0,135,137,115,834,4,0,0
"10206",4,11,10,2,"2015-11-10","WN",19393,1863,"MCO","FL",1515,1519,4,4,0,0,"1500-1559",9,1528,1719,7,1730,1726,0,0,-1,"1700-1759",0,"",0,135,127,111,834,4,0,0
"10207",4,11,10,2,"2015-11-10","WN",19393,2580,"MCO","FL",2215,2208,-7,0,0,-1,"2200-2259",8,2216,11,5,30,16,0,0,-1,"0001-0559",0,"",0,135,128,115,834,4,0,1
"10208",4,11,9,1,"2015-11-09","WN",19393,3029,"TPA","FL",1000,1039,39,39,1,2,"1000-1059",10,1049,1240,5,1215,1245,30,1,2,"1200-1259",0,"",0,135,126,111,873,4,1,0
"10209",4,11,9,1,"2015-11-09","WN",19393,3174,"TPA","FL",1815,1814,-1,0,0,-1,"1800-1859",8,1822,2014,3,2035,2017,0,0,-2,"2000-2059",0,"",0,140,123,112,873,4,0,0
"10210",4,11,10,2,"2015-11-10","WN",19393,111,"ATL","GA",830,825,-5,0,0,-1,"0800-0859",22,847,957,3,1010,1000,0,0,-1,"1000-1059",0,"",0,100,95,70,526,3,1,1
"10211",4,11,10,2,"2015-11-10","WN",19393,229,"ATL","GA",2235,2315,40,40,1,2,"2200-2259",21,2336,55,6,15,101,46,1,3,"0001-0559",0,"",0,100,106,79,526,3,0,1
"10212",4,11,10,2,"2015-11-10","WN",19393,212,"BNA","TN",2220,2211,-9,0,0,-1,"2200-2259",14,2225,31,5,40,36,0,0,-1,"0001-0559",0,"",0,80,85,66,462,2,0,1
"10213",4,11,10,2,"2015-11-10","WN",19393,870,"BWI","MD",1510,1503,-7,0,0,-1,"1500-1559",15,1518,1555,6,1610,1601,0,0,-1,"1600-1659",0,"",0,60,58,37,210,1,0,0
"10214",4,11,10,2,"2015-11-10","WN",19393,1002,"BWI","MD",2230,2227,-3,0,0,-1,"2200-2259",8,2235,2312,5,2330,2317,0,0,-1,"2300-2359",0,"",0,60,50,37,210,1,0,0
"10215",4,11,10,2,"2015-11-10","WN",19393,2250,"BWI","MD",1105,1111,6,6,0,0,"1100-1159",8,1119,1201,5,1200,1206,6,0,0,"1200-1259",0,"",0,55,55,42,210,1,1,0
"10216",4,11,11,3,"2015-11-11","WN",19393,2300,"FLL","FL",1515,1513,-2,0,0,-1,"1500-1559",11,1524,1737,4,1755,1741,0,0,-1,"1700-1759",0,"",0,160,148,133,994,4,0,0
"10217",4,11,11,3,"2015-11-11","WN",19393,2902,"HOU","TX",1350,1356,6,6,0,0,"1300-1359",10,1406,1715,6,1725,1721,0,0,-1,"1700-1759",0,"",0,155,145,129,1131,5,0,0
"10218",4,11,11,3,"2015-11-11","WN",19393,783,"LAS","NV",820,836,16,16,1,1,"0800-0859",11,847,1512,5,1525,1517,0,0,-1,"1500-1559",0,"",0,245,221,205,1910,8,1,0
"10219",4,11,11,3,"2015-11-11","WN",19393,2537,"LAS","NV",1845,1838,-7,0,0,-1,"1800-1859",12,1850,108,8,145,116,0,0,-2,"0001-0559",0,"",0,240,218,198,1910,8,0,1
"10220",4,11,10,2,"2015-11-10","WN",19393,1035,"MDW","IL",1555,1549,-6,0,0,-1,"1500-1559",12,1601,1801,13,1810,1814,4,0,0,"1800-1859",0,"",0,75,85,60,402,2,0,0
"10221",4,11,10,2,"2015-11-10","WN",19393,1224,"MDW","IL",2240,2240,0,0,0,0,"2200-2259",7,2247,43,7,100,50,0,0,-1,"0001-0559",0,"",0,80,70,56,402,2,0,1
"10222",4,11,10,2,"2015-11-10","WN",19393,1541,"MDW","IL",650,646,-4,0,0,-1,"0600-0659",16,702,901,4,910,905,0,0,-1,"0900-0959",0,"",0,80,79,59,402,2,1,1
"10223",4,11,10,2,"2015-11-10","WN",19393,1598,"MDW","IL",1145,1141,-4,0,0,-1,"1100-1159",12,1153,1353,6,1400,1359,0,0,-1,"1400-1459",0,"",0,75,78,60,402,2,1,0
"10224",4,11,10,2,"2015-11-10","WN",19393,1603,"MDW","IL",2005,2002,-3,0,0,-1,"2000-2059",19,2021,2217,6,2225,2223,0,0,-1,"2200-2259",0,"",0,80,81,56,402,2,0,0
"10225",4,11,10,2,"2015-11-10","WN",19393,1729,"MDW","IL",1745,1742,-3,0,0,-1,"1700-1759",12,1754,1951,7,2000,1958,0,0,-1,"2000-2059",0,"",0,75,76,57,402,2,0,0
"10226",4,11,11,3,"2015-11-11","WN",19393,111,"ATL","GA",830,824,-6,0,0,-1,"0800-0859",19,843,954,6,1010,1000,0,0,-1,"1000-1059",0,"",0,100,96,71,526,3,1,1
"10227",4,11,11,3,"2015-11-11","WN",19393,229,"ATL","GA",2235,2231,-4,0,0,-1,"2200-2259",10,2241,2348,6,15,2354,0,0,-2,"0001-0559",0,"",0,100,83,67,526,3,0,1
"10228",4,11,11,3,"2015-11-11","WN",19393,212,"BNA","TN",2220,2215,-5,0,0,-1,"2200-2259",7,2222,19,7,40,26,0,0,-1,"0001-0559",0,"",0,80,71,57,462,2,0,1
"10229",4,11,11,3,"2015-11-11","WN",19393,870,"BWI","MD",1510,1505,-5,0,0,-1,"1500-1559",13,1518,1554,6,1610,1600,0,0,-1,"1600-1659",0,"",0,60,55,36,210,1,0,0
"10230",4,11,11,3,"2015-11-11","WN",19393,1002,"BWI","MD",2230,2225,-5,0,0,-1,"2200-2259",20,2245,2325,6,2330,2331,1,0,0,"2300-2359",0,"",0,60,66,40,210,1,0,0
"10231",4,11,11,3,"2015-11-11","WN",19393,2250,"BWI","MD",1105,1106,1,1,0,0,"1100-1159",11,1117,1153,6,1200,1159,0,0,-1,"1200-1259",0,"",0,55,53,36,210,1,1,0
"10232",4,11,11,3,"2015-11-11","WN",19393,2124,"DAL","TX",2005,2021,16,16,1,1,"2000-2059",12,2033,2327,7,2340,2334,0,0,-1,"2300-2359",0,"",0,155,133,114,1060,5,0,0
"10233",4,11,11,3,"2015-11-11","WN",19393,600,"DEN","CO",1800,1759,-1,0,0,-1,"1800-1859",13,1812,2232,4,2255,2236,0,0,-2,"2200-2259",0,"",0,175,157,140,1290,6,0,0
"10234",4,11,10,2,"2015-11-10","WN",19393,2902,"HOU","TX",1350,1421,31,31,1,2,"1300-1359",11,1432,1750,9,1725,1759,34,1,2,"1700-1759",0,"",0,155,158,138,1131,5,0,0
"10235",4,11,10,2,"2015-11-10","WN",19393,783,"LAS","NV",820,820,0,0,0,0,"0800-0859",14,834,1500,4,1525,1504,0,0,-2,"1500-1559",0,"",0,245,224,206,1910,8,1,0
"10236",4,11,10,2,"2015-11-10","WN",19393,2537,"LAS","NV",1845,1844,-1,0,0,-1,"1800-1859",14,1858,117,6,145,123,0,0,-2,"0001-0559",0,"",0,240,219,199,1910,8,0,1
"10237",4,11,10,2,"2015-11-10","WN",19393,136,"PHX","AZ",1430,1450,20,20,1,1,"1400-1459",14,1504,2005,6,2020,2011,0,0,-1,"2000-2059",0,"",0,230,201,181,1814,8,0,0
"10264",4,11,10,2,"2015-11-10","WN",19393,669,"RSW","FL",1445,1523,38,38,1,2,"1400-1459",10,1533,1740,5,1710,1745,35,1,2,"1700-1759",0,"",0,145,142,127,966,4,0,0
"10265",4,11,10,2,"2015-11-10","WN",19393,3029,"TPA","FL",1000,958,-2,0,0,-1,"1000-1059",8,1006,1206,5,1215,1211,0,0,-1,"1200-1259",0,"",0,135,133,120,873,4,1,0
"10266",4,11,10,2,"2015-11-10","WN",19393,3174,"TPA","FL",1815,1812,-3,0,0,-1,"1800-1859",10,1822,2018,8,2035,2026,0,0,-1,"2000-2059",0,"",0,140,134,116,873,4,0,0
"10267",4,11,12,4,"2015-11-12","WN",19393,870,"BWI","MD",1510,1505,-5,0,0,-1,"1500-1559",15,1520,1600,6,1610,1606,0,0,-1,"1600-1659",0,"",0,60,61,40,210,1,0,0
"10268",4,11,12,4,"2015-11-12","WN",19393,1002,"BWI","MD",2230,2226,-4,0,0,-1,"2200-2259",24,2250,2328,6,2330,2334,4,0,0,"2300-2359",0,"",0,60,68,38,210,1,0,0
"10269",4,11,12,4,"2015-11-12","WN",19393,2250,"BWI","MD",1105,1114,9,9,0,0,"1100-1159",10,1124,1206,6,1200,1212,12,0,0,"1200-1259",0,"",0,55,58,42,210,1,1,0
"10270",4,11,11,3,"2015-11-11","WN",19393,1035,"MDW","IL",1555,1550,-5,0,0,-1,"1500-1559",6,1556,1751,7,1810,1758,0,0,-1,"1800-1859",0,"",0,75,68,55,402,2,0,0
"10271",4,11,11,3,"2015-11-11","WN",19393,1224,"MDW","IL",2240,2258,18,18,1,1,"2200-2259",9,2307,101,7,100,108,8,0,0,"0001-0559",0,"",0,80,70,54,402,2,0,1
"10272",4,11,11,3,"2015-11-11","WN",19393,1541,"MDW","IL",650,647,-3,0,0,-1,"0600-0659",15,702,857,6,910,903,0,0,-1,"0900-0959",0,"",0,80,76,55,402,2,1,1
"10273",4,11,11,3,"2015-11-11","WN",19393,1598,"MDW","IL",1145,1142,-3,0,0,-1,"1100-1159",12,1154,1348,4,1400,1352,0,0,-1,"1400-1459",0,"",0,75,70,54,402,2,1,0
"10274",4,11,11,3,"2015-11-11","WN",19393,1603,"MDW","IL",2005,2227,142,142,1,9,"2000-2059",8,2235,51,8,2225,59,154,1,10,"2200-2259",0,"",0,80,92,76,402,2,0,0
"10275",4,11,11,3,"2015-11-11","WN",19393,1729,"MDW","IL",1745,1741,-4,0,0,-1,"1700-1759",16,1757,1950,3,2000,1953,0,0,-1,"2000-2059",0,"",0,75,72,53,402,2,0,0
"10276",4,11,11,3,"2015-11-11","WN",19393,136,"PHX","AZ",1430,1428,-2,0,0,-1,"1400-1459",7,1435,1940,7,2020,1947,0,0,-2,"2000-2059",0,"",0,230,199,185,1814,8,0,0
"10303",4,11,11,3,"2015-11-11","WN",19393,669,"RSW","FL",1445,1440,-5,0,0,-1,"1400-1459",12,1452,1656,6,1710,1702,0,0,-1,"1700-1759",0,"",0,145,142,124,966,4,0,0
"10304",4,11,12,4,"2015-11-12","WN",19393,783,"LAS","NV",820,837,17,17,1,1,"0800-0859",14,851,1514,6,1525,1520,0,0,-1,"1500-1559",0,"",0,245,223,203,1910,8,1,0
"10305",4,11,12,4,"2015-11-12","WN",19393,2537,"LAS","NV",1845,1842,-3,0,0,-1,"1800-1859",10,1852,113,5,145,118,0,0,-2,"0001-0559",0,"",0,240,216,201,1910,8,0,1
"10306",4,11,11,3,"2015-11-11","WN",19393,3029,"TPA","FL",1000,955,-5,0,0,-1,"1000-1059",23,1018,1214,5,1215,1219,4,0,0,"1200-1259",0,"",0,135,144,116,873,4,1,0
"10307",4,11,11,3,"2015-11-11","WN",19393,3174,"TPA","FL",1815,1815,0,0,0,0,"1800-1859",10,1825,2017,7,2035,2024,0,0,-1,"2000-2059",0,"",0,140,129,112,873,4,0,0
"10308",4,11,12,4,"2015-11-12","WN",19393,111,"ATL","GA",830,826,-4,0,0,-1,"0800-0859",41,907,1021,6,1010,1027,17,1,1,"1000-1059",0,"",0,100,121,74,526,3,1,1
"10309",4,11,12,4,"2015-11-12","WN",19393,229,"ATL","GA",2235,2234,-1,0,0,-1,"2200-2259",13,2247,2358,5,15,3,0,0,-1,"0001-0559",0,"",0,100,89,71,526,3,0,1
"10310",4,11,12,4,"2015-11-12","WN",19393,212,"BNA","TN",2220,2214,-6,0,0,-1,"2200-2259",8,2222,22,6,40,28,0,0,-1,"0001-0559",0,"",0,80,74,60,462,2,0,1
"10311",4,11,12,4,"2015-11-12","WN",19393,136,"PHX","AZ",1430,1438,8,8,0,0,"1400-1459",16,1454,2004,4,2020,2008,0,0,-1,"2000-2059",0,"",0,230,210,190,1814,8,0,0
"10338",4,11,12,4,"2015-11-12","WN",19393,669,"RSW","FL",1445,1443,-2,0,0,-1,"1400-1459",14,1457,1700,6,1710,1706,0,0,-1,"1700-1759",0,"",0,145,143,123,966,4,0,0
"10339",4,11,12,4,"2015-11-12","WN",19393,2124,"DAL","TX",2005,2005,0,0,0,0,"2000-2059",12,2017,2314,5,2340,2319,0,0,-2,"2300-2359",0,"",0,155,134,117,1060,5,0,0
"10340",4,11,12,4,"2015-11-12","WN",19393,600,"DEN","CO",1800,1812,12,12,0,0,"1800-1859",10,1822,2242,5,2255,2247,0,0,-1,"2200-2259",0,"",0,175,155,140,1290,6,0,0
"10341",4,11,12,4,"2015-11-12","WN",19393,2300,"FLL","FL",1515,1525,10,10,0,0,"1500-1559",13,1538,1748,6,1755,1754,0,0,-1,"1700-1759",0,"",0,160,149,130,994,4,0,0
"10342",4,11,12,4,"2015-11-12","WN",19393,2902,"HOU","TX",1350,1357,7,7,0,0,"1300-1359",19,1416,1721,7,1725,1728,3,0,0,"1700-1759",0,"",0,155,151,125,1131,5,0,0
"10343",4,11,12,4,"2015-11-12","WN",19393,3029,"TPA","FL",1000,958,-2,0,0,-1,"1000-1059",10,1008,1201,6,1215,1207,0,0,-1,"1200-1259",0,"",0,135,129,113,873,4,1,0
"10344",4,11,12,4,"2015-11-12","WN",19393,3174,"TPA","FL",1815,1811,-4,0,0,-1,"1800-1859",14,1825,2014,5,2035,2019,0,0,-2,"2000-2059",0,"",0,140,128,109,873,4,0,0
"10345",4,11,13,5,"2015-11-13","WN",19393,111,"ATL","GA",830,826,-4,0,0,-1,"0800-0859",25,851,1001,5,1010,1006,0,0,-1,"1000-1059",0,"",0,100,100,70,526,3,1,1
"10346",4,11,13,5,"2015-11-13","WN",19393,229,"ATL","GA",2235,2236,1,1,0,0,"2200-2259",18,2254,8,6,15,14,0,0,-1,"0001-0559",0,"",0,100,98,74,526,3,0,1
"10347",4,11,13,5,"2015-11-13","WN",19393,212,"BNA","TN",2220,2221,1,1,0,0,"2200-2259",9,2230,31,5,40,36,0,0,-1,"0001-0559",0,"",0,80,75,61,462,2,0,1
"10348",4,11,13,5,"2015-11-13","WN",19393,870,"BWI","MD",1510,1513,3,3,0,0,"1500-1559",16,1529,1609,7,1610,1616,6,0,0,"1600-1659",0,"",0,60,63,40,210,1,0,0
"10349",4,11,13,5,"2015-11-13","WN",19393,1002,"BWI","MD",2230,2229,-1,0,0,-1,"2200-2259",20,2249,2327,6,2330,2333,3,0,0,"2300-2359",0,"",0,60,64,38,210,1,0,0
"10350",4,11,13,5,"2015-11-13","WN",19393,2250,"BWI","MD",1105,1100,-5,0,0,-1,"1100-1159",10,1110,1149,6,1200,1155,0,0,-1,"1200-1259",0,"",0,55,55,39,210,1,1,0
"10352",4,11,16,1,"2015-11-16","UA",19977,1819,"IAH","TX",715,727,12,12,0,0,"0700-0759",40,807,1119,4,1105,1123,18,1,1,"1100-1159",0,"",0,170,176,132,1117,5,1,1
"10353",4,11,16,1,"2015-11-16","UA",19977,2013,"ORD","IL",704,701,-3,0,0,-1,"0700-0759",14,715,914,8,930,922,0,0,-1,"0900-0959",0,"",0,86,81,59,413,2,1,1
"10355",4,11,15,7,"2015-11-15","UA",19977,248,"ORD","IL",1730,1729,-1,0,0,-1,"1700-1759",29,1758,2000,5,1959,2005,6,0,0,"1900-1959",0,"",0,89,96,62,413,2,0,0
"10356",4,11,13,5,"2015-11-13","WN",19393,600,"DEN","CO",1800,1759,-1,0,0,-1,"1800-1859",13,1812,2247,6,2255,2253,0,0,-1,"2200-2259",0,"",0,175,174,155,1290,6,0,0
"10357",4,11,13,5,"2015-11-13","WN",19393,2300,"FLL","FL",1515,1514,-1,0,0,-1,"1500-1559",12,1526,1733,6,1755,1739,0,0,-2,"1700-1759",0,"",0,160,145,127,994,4,0,0
"10358",4,11,13,5,"2015-11-13","WN",19393,2902,"HOU","TX",1350,1417,27,27,1,1,"1300-1359",9,1426,1739,3,1725,1742,17,1,1,"1700-1759",0,"",0,155,145,133,1131,5,0,0
"10359",4,11,13,5,"2015-11-13","WN",19393,783,"LAS","NV",820,816,-4,0,0,-1,"0800-0859",9,825,1500,6,1525,1506,0,0,-2,"1500-1559",0,"",0,245,230,215,1910,8,1,0
"10360",4,11,13,5,"2015-11-13","WN",19393,2537,"LAS","NV",1845,1837,-8,0,0,-1,"1800-1859",15,1852,131,5,145,136,0,0,-1,"0001-0559",0,"",0,240,239,219,1910,8,0,1
"10361",4,11,14,6,"2015-11-14","WN",19393,2085,"BWI","MD",1010,1007,-3,0,0,-1,"1000-1059",15,1022,1059,7,1110,1106,0,0,-1,"1100-1159",0,"",0,60,59,37,210,1,1,1
